"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"30";"Bratislavskı";"Bratislava I";"Samosprávny kraj";"SOŠ geodetická";"Slovenskı";"Stredná odborná škola";"SOŠ geodetická";"Vazovova 14";"Bratislava - Staré Mesto";"81107";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"31";"Bratislavskı";"Bratislava I";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vazovova 4";"Bratislava - Staré Mesto";"81107";;;;;;;;;;;"84,3994";"78,4091";;;"67,2924";"36,6787";"31,1913";;;;;;;;;;;;;"7,3311";;;;
"32";"Bratislavskı";"Bratislava I";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Vazovova 6";"Bratislava - Staré Mesto";"81107";"70,8543";"71,066";;;;"84,6939";;;"78,2609";;"64,486";"84,8214";;;"91,6667";"95,4545";"73,4848";;;;;;;;;;;;;"49,1228";;;;
"33";"Bratislavskı";"Bratislava I";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ elektrotechnická";"Zochova 9";"Bratislava - Staré Mesto";"81103";"71,25";"70";;;"91,4634";"72,5389";;"95,9091";;;;;;;;;;;;;;;;;;;;;;"31,8907";;;;
"34";"Bratislavskı";"Bratislava II";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ sv. Vincenta de Paul";"Bachova 4";"Bratislava - Ruinov";"82103";;;;;;;;;;;"97,8159";"98,2244";;;"100";"94,5126";"73,0686";;;;;;;;;;;;;"6,80403";;;;
"35";"Bratislavskı";"Bratislava II";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Spojená škola - Gymnázium sv. Vincenta de Paul";"Bachova 4";"Bratislava - Ruinov";"82103";"85,9296";"16,7513";;;;"80,6122";;;;;"96,2617";"81,25";;;"100";"96,2121";"84,8485";;;;;;;;;;;;;"42,5439";;;;
"36";"Bratislavskı";"Bratislava II";"Obèianske zdruenia";"Gymnázium";"Slovenskı";"Gymnázium";"1. súkromné gymnázium";"Bajkalská 20";"Bratislava - Ruinov";"82108";"96,4824";"97,9695";;;;"99,4898";;;;;"91,5888";"91,9643";;;;;;;;;;;;;;;;;;"61,8421";;;;
"37";"Bratislavskı";"Bratislava II";"Obèianske zdruenia";"ZŠ pre intelektovo nadané deti";"Slovenskı";"Základná škola";"Súkr.ZŠ - nadané deti";"Bajkalská 20";"Bratislava - Ruinov";"82108";;;;;;;;;;;"99,766";"100";;;;;;;;;;;;;;;;;;"19,9808";;;;
"39";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bieloruská 1";"Bratislava - Podunajské Biskupice";"82106";;;;;;;;;;;"9,82839";"34,0909";;;;;;;;;;;;;;;;;;"29,2765";;;;
"40";"Bratislavskı";"Bratislava II";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Bieloruská 1";"Bratislava - Podunajské Biskupice";"82106";"84,5";;;;"100";;;;;;;;;;"80,6931";"90,099";"8,39695";;;;;;;;;;;;;"7,97266";;;;
"41";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Biskupická 21";"Bratislava - Podunajské Biskupice";"82106";;;;;;;;;;;"8,81435";"7,03125";;;"25,1264";"30,6859";"21,083";;;;;;;;;;;;;"34,643";;;;
"42";"Bratislavskı";"Bratislava II";"Súkromník";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. hotelová akadémia";"Biskupická 21";"Bratislava - Podunajské Biskupice";"82106";"71,5";;;;"85,3659";"91,7098";;;;;;;;;"89,604";"55,4455";"40,458";;;;;;;;;;;;;"79,4989";;;;
"43";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Borodáèova 2";"Bratislava - Ruinov";"82103";;;;;;;;;;;"17,4727";"50,071";;;;;;;;;;;;;;;;;;"54,9114";;;;
"44";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Drieòová 16";"Bratislava - Ruinov";"82103";;;;;;;;;;;"77,2231";"63,0682";;;"87,7256";"74,657";"48,3032";;;;;;;;;;;;;"2,68328";;;;
"45";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Drieòová 35";"Bratislava - Ruinov";"82664";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"46";"Bratislavskı";"Bratislava II";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium";"Dudváska 6";"Bratislava - Podunajské Biskupice";"82412";"2,51256";"11,6751";;;;;"91,4286";;;;;;;;;;;;;;;;;;;;;;;"53,9474";;;;
"47";"Bratislavskı";"Bratislava II";"Súkromník";"Základná škola";"Anglickı";"Základná škola";"Súkromná ZŠ Galileo";"Dudváska 6";"Bratislava - Podunajské Biskupice";"82412";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"58,7925";;;;
"48";"Bratislavskı";"Bratislava II";"Súkromník";"Športové gymnázium";"Slovenskı";"Gymnázium";"Súkr. šport. gymnázium";"Dudváska 6";"Bratislava - Podunajské Biskupice";"82107";"7,03518";;;;;"73,4694";;;;;"2,80374";"0,892857";;;"13,6364";"4,54545";"28,7879";;;;;;;;;;;;;"82,8947";;;;
"49";"Bratislavskı";"Bratislava II";"Súkromník";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. obchodná akadémia";"Dudváska 6";"Bratislava - Podunajské Biskupice";"82107";"85";;;;"99,7561";;;;;;;;;;;;;;;;;;;;;;;;;"98,4055";;;;
"50";"Bratislavskı";"Bratislava II";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Exnárova 6";"Bratislava - Ruinov";"82103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"91,1504";;;;
"51";"Bratislavskı";"Bratislava II";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Španielsky bil.";"Gymnázium";"Gymnázium F. G. Lorcu";"Hronská 3";"Bratislava - Podunajské Biskupice";"82107";"59,799";"39,0863";;;"0";"84,6939";;;;;"56,0748";"43,75";;;"84,0909";"54,5455";"46,9697";;;;;;;;;;;;;"13,1579";;;;
"52";"Bratislavskı";"Bratislava II";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Chlumeckého 10";"Bratislava - Ruinov";"82103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"68,4366";;;;
"53";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Ivana Horvátha 14";"Bratislava - Ruinov";"82103";"18,0905";"15,2284";;;;"41,3265";;;"50";;;;;;"32,5758";"78,7879";"56,0606";;;;;;;;;;;;;"52,6316";;;;
"54";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Ivanská cesta 21";"Bratislava - Ruinov";"82375";"7,5";;;;"39,0244";;;"2,72727";;;;;;;;;;;;;;;;;;;;;;"5,46697";;;;
"55";"Bratislavskı";"Bratislava II";"Súkromník";"SOŠ umeleckoremeselná";"Slovenskı";"Stredná odborná škola";"Súkr.str.umelecká škola";"Ivanská cesta 21";"Bratislava - Ruinov";"82104";"48";;;;"49,5122";"45,5959";;;;;;;;;"96,5347";"22,7723";"48,855";;;;;;;;;;;;;"96,1276";;;;
"57";"Bratislavskı";"Bratislava II";"Krajskı úrad, Okresnı úrad";"OU pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna stredná škola";"OU pre iak. so SP";"Koce¾ova 26";"Bratislava - Ruinov";"82108";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"50";;;;
"58";"Bratislavskı";"Bratislava II";"Krajskı úrad, Okresnı úrad";"SOŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna stredná škola";"SOŠ pre iak. so SP";"Koce¾ova 26";"Bratislava - Ruinov";"82108";"0";;;;"50";;;;;;;;;;;;;;;;;;;;;;;;;"88,0952";;;;
"59";"Bratislavskı";"Bratislava II";"Krajskı úrad, Okresnı úrad";"Základná škola";"Slovenskı";"Základná škola";"Základná škola Košická";"Košická";"Bratislava - Ruinov";"82109";;;;;;;;;;;"99,922";"99,929";;;;;;;;;;;;;;;;;;"2,20412";;;;
"62";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kulíškova 8";"Bratislava - Ruinov";"82108";;;;;;;;;;;"31,4353";"21,804";;;;;;;;;;;;;;;;;;"56,1092";;;;
"63";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ dopravná";"Kvaèalova 20";"Bratislava - Ruinov";"82108";"41,75";;;;"33,9024";;;"59,5455";;;;;;;"58,4158";"87,6238";;;;;;;;;;;;;;"53,0752";;;;
"64";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Medzilaborecká 11";"Bratislava - Ruinov";"82101";;;;;;;;;;;"49,766";"26,9176";;;;;;;;;;;;;;;;;;"5,03115";;;;
"65";"Bratislavskı";"Bratislava II";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Francúzsky bil.";"Gymnázium";"Spojená škola-Gymnázium";"Metodova 2";"Bratislava - Ruinov";"82108";"87,9397";"61,9289";;;;"94,898";;;;;"100";"97,3214";;;"78,7879";"78,7879";"38,6364";;;;;;;;;;;;;"29,386";;;;
"66";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierová 46";"Bratislava - Ruinov";"82105";;;;;;;;;;;"90,9516";"94,1051";;;;;;;;;;;;;;;;;;"6,61236";;;;
"67";"Bratislavskı";"Bratislava II";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Mierová 46";"Bratislava - Ruinov";"82105";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"99,115";;;;
"68";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nevädzová 2";"Bratislava - Ruinov";"82101";;;;;;;;;;;"67,4727";"55,7528";;;"83,1047";"93,935";"66,8592";;;;;;;;;;;;;"3,83325";;;;
"69";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Nevädzová 3";"Bratislava - Ruinov";"82007";"89";"40";;;"94,1463";"16,0622";;;;;;;;;;;;;;;;;;;;;;;;"16,4009";;;;
"71";"Bratislavskı";"Bratislava II";"Krajskı úrad, Okresnı úrad";"Základná škola";"Slovenskı";"Základná škola";"Základná škola Košická (PYP)";"Novohradská 3";"Bratislava - Ruinov";"82109";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21,5141";;;;
"72";"Bratislavskı";"Bratislava II";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Gymnázium Jura Hronca";"Novohradská 3";"Bratislava - Ruinov";"82109";"98,4925";"88,3249";;;;"97,9592";"100";;;;"99,0654";"99,1071";;;;;;;;;;;;;;;;;;"32,4561";;;;
"73";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Športové gymnázium";"Slovenskı";"Športové gymnázium";"Športové gymnázium";"Ostredková 10";"Bratislava - Ruinov";"82102";"50";"0";;;;"60";;;;;"25";"0";;;;;;;;;;;;;;;;;;"16,6667";;;;
"74";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ostredková 14";"Bratislava - Ruinov";"82102";;;;;;;;;;;"93,6817";"88,4943";;;;;;;;;;;;;;;;;;"5,98946";;;;
"75";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"SOŠ drevárska";"Slovenskı";"Stredná odborná škola";"SOŠ drevárska";"Pavlovièova 3";"Bratislava - Ruinov";"82104";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podzáhradná 51";"Bratislava - Podunajské Biskupice";"82107";;;;;;;;;;;"41,1856";"42,7557";;;;;;;;;;;;;;;;;;"2,53953";;;;
"77";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rajèianska 3";"Bratislava - Vrakuòa";"82107";;;;;;;;;;;"79,3292";"86,1506";;;"89,9639";"76,1733";"79,3502";;;;;;;;;;;;;"5,84571";;;;
"78";"Bratislavskı";"Bratislava II";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ";"Ruinovská 1";"Bratislava - Ruinov";"82601";"16,75";;;;"29,0244";"3,62694";;"9,09091";;;;;;;;;;;;;;;;;;;;;;"36,2187";;;;
"79";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ruová dolina 29";"Bratislava - Ruinov";"82109";;;;;;;;;;;"80,8112";"50,3551";;;"31,2635";"45,0542";"45,0542";;;;;;;;;;;;;"5,36656";;;;
"80";"Bratislavskı";"Bratislava II";"Obèianske zdruenia";"ZŠ-roè.II. stupeò";"Slovenskı";"Základná škola";"Súkromná základná škola";"Ruová dolina 29";"Bratislava - Ruinov";"82109";;;;;;;;;;;"43,1357";"21,2358";;;;;;;;;;;;;;;;;;"64,2549";;;;
"81";"Bratislavskı";"Bratislava II";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ruová dolina 29";"Bratislava - Ruinov";"82109";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"69,3215";;;;
"82";"Bratislavskı";"Bratislava II";"Obèianske zdruenia";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"Súkr. ped. a soc. akad";"Ruová Dolina 29";"Bratislava - Ruinov";"82109";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"98,6333";;;;
"83";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obch.a sluieb";"Sklenárova 1";"Bratislava - Ruinov";"82109";"17,5";;;;"27,8049";;;"14,5455";;;;;;;"87,1287";"57,9208";"39,6947";;;;;;;;;;;;;"41,6856";;;;
"84";"Bratislavskı";"Bratislava II";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Sklenárova 5";"Bratislava - Ruinov";"82109";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"82,3009";;;;
"85";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Stredná umelecká škola";"Slovenskı";"Stredná odborná škola";"SUŠ scénic.vytvarníctva";"Sklenárova 7";"Bratislava - Ruinov";"82489";"48,75";;;;"58,0488";"33,1606";;"88,1818";;;;;;;;;;;;;;;;;;;;;;"93,1663";;;;
"86";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"SOŠ dopravná";"Slovenskı";"Stredná odborná škola";"SOŠ dopravná";"Kvaèalova 20";"Bratislava - Ruinov";"82108";"16";;;;"73,4146";"86,0104";;"40";;;;;;;"10,8911";"80,198";"26,7176";;;;;;;;;;;;;"45,1025";;;;
"89";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stred. odborná škola";"Svätoplukova 2";"Bratislava - Ruinov";"82108";"6,5";;;;"18,2927";;;"12,7273";;;;;;;;;;;;;;;;;;;;;;"11,6173";;;;
"90";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Spojená škola-Gymnázium";"Tokajícka 24";"Bratislava - Ruinov";"82103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"74,5614";;;;
"91";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium L.Novomeského";"Tomášikova 2";"Bratislava - Ruinov";"82729";"65,8291";"82,7411";;;;"72,9592";;;"54,3478";;"87,8505";"92,8571";;;"46,9697";"95,4545";"48,4848";;;;;;;;;;;;;"8,33333";;;;
"92";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Vetvárska 7";"Bratislava - Podunajské Biskupice";"82106";;;;;;;;;;;;"21,2358";"76,1194";"84,3284";;;;;;;;;;;;;;;;"76,6172";;;;
"93";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vrútocká 58";"Bratislava - Ruinov";"82104";;;;;;;;;;;"54,1342";"45,6676";;;;;;;;;;;;;;;;;;"22,712";;;;
"94";"Bratislavskı";"Bratislava II";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"SZŠ";"Záhradnícka 44";"Bratislava - Ruinov";"82108";"92,75";;;;"88,2927";"87,5648";;"85,9091";;;;;;;;;;;;;;;;;;;;;;"98,1777";;;;
"95";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"eleznièná 14";"Bratislava - Vrakuòa";"82107";;;;;;;;;;;"37,5975";"43,0398";;;"87,7256";"79,639";"71,8412";;;;;;;;;;;;;"2,01246";;;;
"96";"Bratislavskı";"Bratislava II";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"eleznièná 14";"Bratislava - Vrakuòa";"82107";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"74,6313";;;;
"97";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"itavská 1";"Bratislava - Vrakuòa";"82107";;;;;;;;;;;"16,2246";"20,0994";;;"82,7437";"100";"29,8195";;;;;;;;;;;;;"24,8682";;;;
"98";"Bratislavskı";"Bratislava II";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Váska 32";"Bratislava - Vrakuòa";"82107";"5,02513";"32,4873";;;;"69,3878";;;;;"11,215";"2,67857";;;"38,6364";"70,4545";"74,2424";;;;;;;;;;;;;"81,1404";;;;
"99";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Cádrova 23";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;"90,4836";"54,4744";;;;;;;;;;;;;;;;;;"11,4518";;;;
"100";"Bratislavskı";"Bratislava III";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium škol. bratov";"Èachtická 14";"Bratislava - Raèa";"83106";"58,794";"79,6954";;;;"79,5918";;;"91,3044";;"43,9252";"60,7143";;;"78,7879";"95,4545";"62,1212";;;;;;;;;;;;;"68,8596";;;;
"101";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èeská 10";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;"84,6334";"60,7955";;;;;;;;;;;;;;;;;;"11,6914";;;;
"102";"Bratislavskı";"Bratislava III";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium";"Èeská 10";"Bratislava - Nové Mesto";"83103";"46,2312";"41,6244";;;;"93,8775";"37,1429";;;;;;;;"93,9394";"42,4242";"65,1515";;;;;;;;;;;;;"57,8947";;;;
"104";"Bratislavskı";"Bratislava III";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Detvianska 24";"Bratislava - Raèa";"83106";;;;;;;;;;;"34,0094";"56,392";;;;;;;;;;;;;;;;;;"69,4298";;;;
"105";"Bratislavskı";"Bratislava III";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hálkova 54";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"82,8909";;;;
"108";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ";"Hlinícka 1";"Bratislava - Raèa";"83401";"44,25";"0";;;"81,4634";"89,1192";;"62,2727";;;;;;;;;;;;;;;;;;;;;;"6,37813";;;;
"109";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna základná škola";"SŠ - ZŠ sluch.pos.-int.";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83320";;;;;;;;;;;"36,8421";"31,5789";;;;;;;;;;;;;;;;;;;;;;
"110";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"SŠ - ZŠ nar.kom.schop.i";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"111";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna základná škola";"SŠ - ŠZŠ pre sl.p.i.";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"112";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri LVS";"Hrdlièkova 21";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"113";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Hubeného 23";"Bratislava - Raèa";"83408";"26,1307";"93,401";;;;"74,4898";;;"15,2174";;"54,2056";"67,8571";;;;;;;;;;;;;;;;;;"17,5439";;;;
"114";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hubeného 25";"Bratislava - Raèa";"83153";;;;;;;;;;;"78,3151";"91,1932";;;"100";"69,0253";"95,0903";;;;;;;;;;;;;"3,73742";;;;
"115";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Jeséniova 54";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;"99,22";"98,5085";;;;;;;;;;;;;;;;;;"7,18735";;;;
"116";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"SOŠ knihov. a infor. štúdií";"Slovenskı";"Stredná odborná škola";"SOŠ  knih.a inf.štúdií";"Kadnárova 7";"Bratislava - Raèa";"83414";"84";;;;"60,4878";"30,5699";;;;;;;;;;;;;;;;;;;;;;;;"37,3576";;;;
"119";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri DFN";"Limbová 1";"Bratislava - Nové Mesto";"83340";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Mikovíniho 1";"Bratislava - Nové Mesto";"83102";"87,75";"9";;;"64,3902";"61,658";;"70,9091";;;;;;;;;;;;;;;;;;;;;;"47,6082";;;;
"122";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ";"Na pántoch 9";"Bratislava - Raèa";"83106";"8";;;;"15,6098";;;"35,9091";;;;;;;;;;;;;;;;;;;;;;"71,0706";;;;
"123";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Odborárska 2";"Bratislava - Nové Mesto";"83102";;;;;;;;;;;"14,5866";"31,8182";;;;;;;;;;;;;;;;;;"23,287";;;;
"124";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oslobodite¾ská 1";"Bratislava - Vajnory";"83107";;;;;;;;;;;"69,5788";"41,1932";;;;;;;;;;;;;;;;;;"1,19789";;;;
"125";"Bratislavskı";"Bratislava III";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Oslobodite¾ská 27";"Bratislava - Vajnory";"83107";;;;;;;;;;;"89,2356";"86,4347";;;"100";"89,3863";"79,278";;;;;;;;;;;;;"34,2597";;;;
"126";"Bratislavskı";"Bratislava III";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Oslobodite¾ská 27";"Bratislava - Vajnory";"83107";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"127";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Raèianska 105";"Bratislava - Nové Mesto";"83102";"71,25";;;;"36,5854";;;"78,1818";;;;;;;;;;;;;;;;;;;;;;"27,3349";;;;
"128";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Raèianska 107";"Bratislava - Nové Mesto";"83102";"94";;;;"96,5854";"33,6788";;;;;;;;;"60,8911";"69,3069";;;;;;;;;;;;;;"8,65604";;;;
"129";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"SOŠ polygrafická";"Slovenskı";"Stredná odborná škola";"SOŠ polygrafická";"Raèianska 190";"Bratislava - Nové Mesto";"83526";"65,25";"9";;;"95,6098";"58,5492";;;;;;;;;;;;;;;;;;;;;;;;"52,164";;;;
"130";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"SOŠ chemická";"Slovenskı";"Stredná odborná škola";"Spojená škola - SOŠ";"Raèianska 78";"Bratislava - Nové Mesto";"83602";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"131";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Riazanská 75";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;"15,6006";"39,7017";;;;;;;;;;;;;;;;;;"22,6641";;;;
